Total cpus available: 10
RUNNING EXPERIMENT 6 YOU ARE NOT RUNNING EXP TESTS RIGHT NOW
TEST
on track
{'size': 'publish', 'verbose': False, 'target_frequency': 1000, 'obs_hz': 50.0, 'target_hz': 25.0, 'model': 'cyclic'}
great success
Train Region Train/Observers shape: (1576, 14)
Test Region Train/Observers shape: (1577, 14)
Train Region Target shape: (1576, 7)
Test Region Target shape: (1577, 7)
.cyclic.
cyclicrc cv set, ready to train 
Model initialization and exploration run...
Starting optimization... 

Hayden edit: space: <GPyOpt.core.task.space.Design_space object at 0x2aae8d73b790>
Hayden edit: fixed_parameters: ['n_nodes']
Hayden edit: free_parameters: ['cyclic_res_w', 'cyclic_input_w', 'cyclic_bias', 'leaking_rate']
Score: 0.19846011074421174
Score: 0.6980957359699157
Score: 0.9573286845897562
Score: 0.9973738323935825
Score: 0.9813100815904979
Score: 0.7215614601710284
Score: 1.0
Score: 1.0
Score: 0.9736361682441595
Score: 1.0
Score: 1.0
Score: 0.26310608529160484
Score: 1.0
Score: 0.9998705265635345
Score: 0.9231686052626303
Score: 0.034180977163378895
Score: 0.9866998843156809
Score: 0.6064224092925473
Score: 1.0
Score: 0.16120705188235038
Score: 0.9711690022149904
Score: 0.05948827599470915
Score: 0.9780567113436
Score: 0.9999999999736955
Score: 1.0
Score: 0.6203181373867925
Score: 0.20640616482300853
Score: 0.9999899287796465
Score: 0.12017702652985589
Score: 0.9992742266578143
Score: 0.6269386523954638
Score: 0.02035314650005654
Score: 0.03945909956188054
Score: 0.9999031076142073
Score: 0.8865953032043598
Score: 0.9284145353599852
Score: 0.7998121764082061
Score: 0.9999920075174119
Score: 0.7208617886359221
Score: 0.9048970800729277
Score: 0.9999999963686894
Score: 0.9332648644874855
Score: 0.09120104594216648
Score: 1.0
Score: 0.6197068046756588
Score: 0.9934997469272402
Score: 0.5650932462947352
Score: 1.0
Score: 0.7343839117859238
Score: 0.9951559635849013
Score: 0.27264989360896247
Score: 0.006075345673471017
Score: 0.4169577968277615
Score: 0.43556432208454104
Score: 0.8350458413969515
Score: 0.8215084526426847
Score: 0.999165859503511
